time	V(out)	V(n001)	V(n002)
6.760019998352386e-005	1.014398e-001	-8.960849e+000	9.999333e+000
6.760051424315707e-005	9.200271e-002	-8.960174e+000	9.999333e+000
6.760089613391348e-005	8.054423e-002	-8.959382e+000	9.999333e+000
6.760138725684929e-005	6.582599e-002	-8.958409e+000	9.999333e+000
6.760200344440403e-005	4.739053e-002	-8.957262e+000	9.999333e+000
6.760279617868098e-005	2.371007e-002	-8.955867e+000	9.999333e+000
6.760292362549233e-005	1.990850e-002	-8.955654e+000	9.999333e+000
6.760317851911503e-005	1.231286e-002	-8.955243e+000	9.999333e+000
6.760338326350426e-005	6.215706e-003	-8.954922e+000	9.999333e+000
6.760358800789351e-005	1.234287e-004	-8.954609e+000	9.999333e+000
6.760379275228275e-005	-5.963966e-003	-8.954304e+000	9.999333e+000
6.760399749667198e-005	-1.204648e-002	-8.954008e+000	9.999333e+000
6.760420224106122e-005	-1.812411e-002	-8.953720e+000	9.999333e+000
6.760440698545047e-005	-2.419686e-002	-8.953441e+000	9.999333e+000
6.760461172983970e-005	-3.026472e-002	-8.953171e+000	9.999333e+000
6.760563130433052e-005	-6.040119e-002	-8.951937e+000	9.999333e+000
6.760767045331218e-005	-1.203471e-001	-8.949899e+000	9.999333e+000
6.761059749248080e-005	-2.057069e-001	-8.947729e+000	9.999333e+000
6.761418049079530e-005	-3.089905e-001	-8.946077e+000	9.999333e+000
6.761935580418722e-005	-4.557847e-001	-8.945047e+000	9.999333e+000
6.762670301248704e-005	-6.595479e-001	-8.945150e+000	9.999333e+000
6.763749624006470e-005	-9.493682e-001	-8.946915e+000	9.999333e+000
6.765346198496725e-005	-1.358127e+000	-8.950801e+000	9.999333e+000
6.767801579093204e-005	-1.942918e+000	-8.957500e+000	9.999333e+000
6.771665964853573e-005	-2.765447e+000	-8.968238e+000	9.999333e+000
6.777970472227654e-005	-3.887707e+000	-8.985654e+000	9.999333e+000
6.788611519688345e-005	-5.409315e+000	-9.014790e+000	9.999333e+000
6.795201457393672e-005	-6.135313e+000	-9.032642e+000	9.999333e+000
6.804246144675041e-005	-6.891411e+000	-9.056882e+000	9.999333e+000
6.810639331063932e-005	-7.312620e+000	-9.073845e+000	9.999333e+000
6.818468855139172e-005	-7.709630e+000	-9.094389e+000	9.999333e+000
6.828019594710188e-005	-8.070659e+000	-9.119102e+000	9.999333e+000
6.844720529056424e-005	-8.484323e+000	-9.161339e+000	9.999333e+000
6.875442413515304e-005	-8.922039e+000	-9.236587e+000	9.999333e+000
6.906316645176451e-005	-9.146693e+000	-9.308729e+000	9.999333e+000
6.951345303882184e-005	-9.309829e+000	-9.407276e+000	9.999333e+000
7.005447662100230e-005	-9.438553e+000	-9.514064e+000	9.999333e+000
7.105447662100230e-005	-9.621469e+000	-9.683178e+000	9.999333e+000
7.305447662100229e-005	-9.876095e+000	-9.914816e+000	9.999333e+000
7.505447662100229e-005	-9.974895e+000	-9.990092e+000	9.999333e+000
7.705447662100228e-005	-9.916357e+000	-9.907819e+000	9.999333e+000
7.905447662100227e-005	-9.701406e+000	-9.669292e+000	9.999333e+000
8.105447662100227e-005	-9.333434e+000	-9.278276e+000	9.999333e+000
8.136097996085909e-005	-9.266515e+000	-9.207875e+000	9.999333e+000
8.166748330071590e-005	-9.195732e+000	-9.133638e+000	9.999333e+000
8.197398664057272e-005	-9.121085e+000	-9.055566e+000	9.999333e+000
8.228048998042954e-005	-9.042574e+000	-8.973659e+000	9.999333e+000
8.258699332028636e-005	-8.960198e+000	-8.887917e+000	9.999333e+000
8.289349666014317e-005	-8.873958e+000	-8.798341e+000	9.999333e+000
8.319999999999999e-005	-8.783854e+000	-8.704929e+000	9.999333e+000
8.320099999999999e-005	-8.783556e+000	-8.704620e+000	9.999333e+000
8.320129999999999e-005	-8.783466e+000	-8.704528e+000	9.935537e+000
8.320159999999999e-005	-8.783377e+000	-8.704434e+000	9.790356e+000
8.320212000000000e-005	-8.783221e+000	-8.704274e+000	9.398751e+000
