time	V(out)	V(n001)	V(n002)
6.760049663190668e-005	-5.245693e-001	-8.959711e+000	9.999333e+000
6.760087213386728e-005	-6.269159e-001	-8.958949e+000	9.999333e+000
6.760135327266728e-005	-7.562142e-001	-8.958016e+000	9.999333e+000
6.760195708410203e-005	-9.155869e-001	-8.956912e+000	9.999333e+000
6.760273292991024e-005	-1.115692e+000	-8.955603e+000	9.999333e+000
6.760373170036268e-005	-1.365719e+000	-8.954083e+000	9.999333e+000
6.760503952294812e-005	-1.680457e+000	-8.952355e+000	9.999333e+000
6.760682602958339e-005	-2.089531e+000	-8.950391e+000	9.999333e+000
6.760886872616617e-005	-2.525494e+000	-8.948670e+000	9.999333e+000
6.761249843968295e-005	-3.233106e+000	-8.946574e+000	9.999333e+000
6.761628050452266e-005	-3.882619e+000	-8.945381e+000	9.999333e+000
6.762290732922091e-005	-4.835105e+000	-8.944881e+000	9.999333e+000
6.763147122508860e-005	-5.797286e+000	-8.945740e+000	9.999333e+000
6.764492284213868e-005	-6.862332e+000	-8.948608e+000	9.999333e+000
6.766259345701146e-005	-7.752199e+000	-8.953235e+000	9.999333e+000
6.768286540582017e-005	-8.323617e+000	-8.958845e+000	9.999333e+000
6.770731529814417e-005	-8.663622e+000	-8.965654e+000	9.999333e+000
6.773726957632069e-005	-8.844569e+000	-8.973970e+000	9.999333e+000
6.777686706965289e-005	-8.933063e+000	-8.984912e+000	9.999333e+000
6.783078526671092e-005	-8.973867e+000	-8.999712e+000	9.999333e+000
6.791282392340212e-005	-9.001897e+000	-9.022052e+000	9.999333e+000
6.798271441169441e-005	-9.021271e+000	-9.040909e+000	9.999333e+000
6.811412760764756e-005	-9.056603e+000	-9.075892e+000	9.999333e+000
6.884841485040672e-005	-9.238388e+000	-9.257054e+000	9.999333e+000
6.958270209316589e-005	-9.400461e+000	-9.418471e+000	9.999333e+000
7.031698933592504e-005	-9.542822e+000	-9.560144e+000	9.999333e+000
7.105127657868421e-005	-9.665471e+000	-9.682073e+000	9.999333e+000
7.178556382144337e-005	-9.768408e+000	-9.784258e+000	9.999333e+000
7.251985106420254e-005	-9.851634e+000	-9.866699e+000	9.999333e+000
